	G.1	G.2	G.3	G.4	G.5	GR.01
ASV3589	3	13	0	6	3	0
ASV3613	0	26	0	3	3	0
ASV3614	3	1	2	7	1	4
ASV3704	4	1	3	0	0	3
ASV3719	1	8	4	0	4	3
ASV3789	7	8	1	2	3	2
ASV3797	1	1	3	1	0	3
ASV3801	1	0	4	1	0	0
ASV3802	3	0	0	2	0	0
ASV3838	2	4	6	3	0	1
ASV3862	0	1	10	4	13	0
ASV3890	0	0	0	0	0	0
ASV3891	0	0	2	2	6	1
ASV3946	1	1	0	2	3	2
ASV3954	2	0	3	0	0	0
ASV3971	0	0	0	0	0	0
ASV4050	0	0	0	0	0	0
ASV4055	0	0	2	1	0	0
ASV4068	0	0	0	0	0	0
ASV4154	0	0	0	0	0	0
ASV4178	0	0	0	1	0	0
ASV4226	0	0	4	11	13	0
ASV4264	1	1	0	0	1	0
ASV4380	0	0	1	0	0	2
ASV4411	0	0	0	1	6	1
ASV4413	0	0	0	0	0	0
ASV4595	0	0	2	0	2	0
ASV4631	0	9	4	2	0	0
ASV4658	0	0	1	1	0	0
ASV4687	0	0	0	0	0	0
ASV4760	1	0	1	0	0	0
ASV4836	11	1	2	3	0	1
ASV4913	1	0	2	1	2	0
ASV4921	5	0	10	2	0	6
ASV4929	1	1	5	2	1	2
ASV4962	2	1	0	2	2	0
ASV5016	2	0	3	1	0	0
ASV5032	0	0	0	0	0	0
ASV5081	0	3	5	1	2	4
ASV5107	7	1	0	2	0	0
ASV5109	4	7	8	1	0	3
ASV5319	0	0	0	0	0	0
ASV5386	0	0	1	0	2	0
ASV5509	0	3	0	0	0	1
ASV5572	0	0	0	0	0	0
ASV5623	0	1	6	8	4	0
ASV5667	1	1	0	0	0	0
ASV5789	0	0	0	0	2	0
ASV5824	0	4	0	3	1	0
ASV5846	2	3	0	0	6	0
ASV2856	3	12	3	6	4	2
ASV2861	0	0	2	3	0	0
ASV2863	1	3	5	2	18	0
ASV2879	1	0	4	1	0	0
ASV2893	2	3	1	1	3	0
ASV2948	0	3	5	6	4	1
ASV2965	1	0	1	0	2	0
ASV2980	0	0	0	0	0	0
ASV2991	1	3	2	1	2	0
ASV3023	1	0	0	0	0	0
ASV3040	0	0	0	0	0	0
ASV3060	3	12	6	2	1	1
ASV3066	4	0	3	3	0	0
ASV3105	0	22	2	3	2	0
ASV3127	1	0	0	0	0	0
ASV3222	3	3	5	1	8	2
ASV3234	2	0	4	1	0	0
ASV3256	0	8	6	3	2	0
ASV3264	0	2	7	2	1	0
ASV3265	1	0	2	1	0	0
ASV3274	0	0	2	1	0	0
ASV3291	5	3	4	2	0	1
ASV3323	2	1	2	1	2	5
ASV3343	0	0	2	1	0	0
ASV3348	0	0	0	0	0	0
ASV3370	0	5	10	3	7	0
ASV3404	0	0	0	0	0	0
ASV3412	3	0	7	3	0	1
ASV3418	1	6	2	0	0	3
ASV3421	0	1	0	0	0	5
ASV3441	0	6	4	2	6	1
ASV3456	1	4	4	0	0	2
ASV3461	0	0	0	0	0	0
ASV3495	2	0	0	0	0	1
ASV3518	3	3	4	3	5	2
ASV3535	0	0	0	0	0	0
ASV3553	0	1	0	2	3	1
ASV3571	1	5	6	1	8	1
ASV3623	0	0	2	0	0	0
ASV3630	5	0	2	1	0	7
ASV3706	0	0	0	0	2	0
ASV3739	0	0	0	0	0	0
ASV3782	0	0	1	0	3	0
ASV3783	0	5	2	1	2	0
ASV3820	1	1	3	5	14	0
ASV3852	0	0	0	0	1	0
ASV3853	0	4	0	0	6	0
ASV3859	1	0	5	1	0	3
ASV3874	1	0	3	0	3	0
ASV3913	0	1	5	1	0	0
ASV3979	0	0	0	0	0	0
ASV3993	0	0	0	0	0	0
ASV3997	0	1	4	3	0	0
ASV4000	0	1	1	1	0	2
ASV4071	0	5	9	1	4	0
ASV4074	1	0	3	20	1	0
ASV4104	0	0	0	0	0	0
ASV4136	0	0	0	0	0	0
ASV4148	3	6	2	1	0	1
ASV4151	1	1	6	3	0	0
ASV4192	0	0	4	0	0	0
ASV4234	0	1	0	0	0	0
ASV4247	10	1	6	4	0	8
ASV4397	1	0	2	0	2	0
ASV4433	0	0	0	0	0	0
ASV4493	6	1	0	2	0	3
ASV4537	0	0	0	0	0	0
ASV4580	0	0	0	0	0	0
ASV4724	1	1	0	2	2	0
ASV4810	0	0	0	0	0	0
ASV4816	0	0	0	0	0	0
ASV4849	5	0	1	2	0	3
ASV4884	0	0	0	0	0	0
ASV4894	1	0	1	1	0	0
ASV4910	0	0	1	1	1	0
ASV4982	2	1	1	3	1	1
ASV4993	0	0	1	0	0	0
ASV5120	3	1	0	1	1	0
ASV5149	0	11	4	1	8	1
ASV5171	2	0	0	1	0	0
ASV5191	0	0	0	0	0	0
ASV5224	0	1	0	1	8	0
ASV5342	2	0	2	1	1	0
ASV5453	0	0	0	1	0	0
ASV5629	0	0	1	2	0	0
ASV5646	0	1	0	1	2	0
ASV5701	1	1	2	2	0	1
ASV5705	3	0	0	0	0	2
ASV5706	0	1	3	1	9	0
ASV5803	2	0	0	1	1	0
ASV5804	3	3	3	2	0	0
ASV2708	0	0	0	1	0	0
ASV2788	1	0	1	0	0	0
ASV2793	0	0	0	0	0	0
ASV2887	0	0	7	2	8	0
ASV2937	0	0	0	0	0	0
ASV2977	0	0	0	0	0	0
ASV3000	0	7	2	0	1	1
ASV3119	0	0	0	0	0	0
ASV3145	0	0	1	1	0	0
ASV3148	0	0	0	0	0	0
ASV3187	0	0	3	2	0	1
ASV3219	3	6	2	1	2	2
ASV3278	1	0	0	0	0	0
ASV3300	0	0	0	0	0	2
ASV3338	0	0	0	0	0	0
ASV3383	5	6	2	1	0	2
ASV3387	0	0	0	0	0	0
ASV3429	0	0	0	0	0	0
ASV3492	0	1	3	1	5	0
ASV3501	0	0	0	0	0	0
ASV3534	2	0	0	0	0	0
ASV3555	4	6	0	0	11	0
ASV3639	5	0	1	5	0	0
ASV3653	0	0	0	0	0	0
ASV3658	0	0	0	0	0	0
ASV3664	9	2	6	1	0	5
ASV3714	0	0	0	1	0	0
ASV3724	0	0	2	3	1	2
ASV3808	0	0	0	1	0	0
ASV3923	1	2	5	5	7	2
ASV3996	8	4	1	3	2	3
ASV4009	0	1	0	1	0	1
ASV4066	1	0	2	1	0	0
ASV4084	2	0	4	6	0	0
ASV4120	0	0	5	2	0	1
ASV4139	0	0	0	0	0	0
ASV4205	1	0	1	1	0	0
ASV4212	6	6	6	2	0	1
ASV4279	0	0	0	0	0	1
ASV4289	6	6	1	0	2	6
ASV4338	6	5	8	1	0	6
ASV4347	0	0	0	0	0	0
ASV4353	0	0	0	0	0	0
ASV4393	1	0	1	0	0	0
ASV4406	1	1	0	1	1	0
ASV4424	0	0	0	0	0	1
ASV4460	0	1	0	0	1	0
ASV4495	0	0	0	0	11	0
ASV4508	5	13	0	4	2	0
ASV4593	0	0	0	0	0	0
ASV4641	4	4	2	1	5	0
ASV4755	0	2	1	0	0	0
ASV4781	0	0	0	0	0	0
ASV4892	1	0	0	0	0	0
ASV4908	0	0	0	3	0	0
ASV5057	0	0	2	0	0	1
ASV5099	0	0	0	0	0	0
ASV5114	9	3	4	3	0	0
ASV5220	2	2	1	1	5	1
ASV5255	0	0	0	0	0	0
ASV5285	2	0	0	0	0	0
ASV5286	0	0	0	0	0	0
ASV5309	1	0	0	1	0	0
ASV5314	4	1	6	2	1	1
ASV5351	4	0	1	0	1	1
ASV5358	0	0	1	2	1	0
ASV5372	8	2	0	2	0	8
ASV5538	1	5	2	3	9	0
ASV5556	0	4	1	0	0	0
ASV5594	0	0	0	0	0	0
ASV5612	3	6	1	3	4	0
ASV5633	0	5	0	0	0	0
ASV5661	2	2	1	1	0	0
ASV5894	0	0	1	1	0	0
ASV5922	4	4	2	3	2	7
ASV5959	8	2	1	2	3	1
ASV2761	1	0	0	0	0	0
ASV2862	0	0	0	0	0	0
ASV2913	2	5	5	2	0	0
ASV2916	0	0	0	0	21	0
ASV2964	0	0	0	0	0	0
ASV2978	1	0	0	0	0	0
ASV2999	0	0	3	0	16	1
ASV3008	0	0	0	0	0	0
ASV3022	0	0	0	0	0	0
ASV3045	2	6	4	1	10	2
ASV3051	3	7	0	4	0	1
ASV3058	1	11	1	2	4	1
ASV3067	0	0	3	1	0	0
ASV3079	1	9	1	3	0	2
ASV3123	0	0	0	1	0	0
ASV3149	0	1	0	4	8	0
ASV3156	0	0	0	0	0	0
ASV3182	1	5	3	0	0	4
ASV3210	8	7	8	4	0	0
ASV3228	0	0	0	1	0	0
ASV3277	4	0	3	1	0	1
ASV3286	1	0	1	3	0	0
ASV3358	1	0	2	1	0	0
ASV3369	0	0	0	0	0	0
ASV3394	0	2	7	2	6	0
ASV3416	0	0	0	0	0	0
ASV3439	0	0	0	0	0	0
ASV3450	0	0	0	0	0	0
ASV3481	0	1	0	0	0	0
ASV3504	0	0	0	2	20	0
ASV3508	0	0	0	4	0	0
ASV3533	5	1	11	4	0	6
ASV3540	1	0	6	3	0	2
ASV3547	0	0	0	0	0	0
ASV3557	0	0	0	0	0	0
ASV3559	0	0	0	1	1	1
ASV3572	1	3	4	3	5	3
ASV3577	1	3	1	0	0	2
ASV3647	0	0	0	2	0	0
ASV3656	2	1	5	3	0	3
ASV3661	8	0	4	5	0	8
ASV3666	1	2	2	3	6	0
ASV3696	0	0	2	4	0	1
ASV3722	0	0	0	0	0	0
ASV3809	0	1	0	1	1	0
ASV3836	3	0	3	1	0	1
ASV3904	0	0	0	0	0	0
ASV3907	0	0	1	2	0	0
ASV3937	1	0	6	1	0	3
ASV3940	0	0	0	0	0	0
ASV3941	2	0	3	0	1	0
ASV3958	1	4	7	2	1	2
ASV3963	0	0	1	1	0	0
ASV4037	4	0	0	5	0	1
ASV4057	9	4	3	3	0	2
ASV4195	0	1	1	1	0	0
ASV4196	8	0	2	0	0	0
ASV4233	0	0	0	0	0	0
ASV4246	0	0	0	0	0	0
ASV4368	0	0	0	0	0	0
ASV4412	0	4	2	0	5	0
ASV4416	0	0	0	0	0	4
ASV4429	0	0	1	0	0	1
ASV4489	0	0	0	0	0	1
ASV4507	1	2	1	4	1	3
ASV4525	0	0	0	0	0	0
ASV4531	13	6	3	1	0	2
ASV4573	0	1	2	1	0	0
ASV4621	6	5	1	2	1	1
ASV4730	0	0	0	0	0	0
ASV4817	0	0	1	1	1	2
ASV4846	0	0	0	0	0	0
ASV4895	1	0	1	2	23	0
ASV4914	2	1	5	0	1	0
ASV4916	8	2	10	4	4	0
ASV4947	1	0	2	0	0	0
ASV4984	0	0	3	3	1	0
ASV5162	0	0	4	0	0	0
ASV5331	2	0	0	0	0	22
ASV5370	0	0	0	0	0	0
ASV5383	0	0	0	0	0	0
ASV5443	0	1	2	2	5	0
ASV5458	5	0	2	2	1	2
ASV5599	2	0	9	4	1	1
ASV5745	2	2	8	4	0	1
ASV5794	0	0	0	0	0	0
ASV5831	1	2	0	2	0	0
ASV5844	6	12	3	0	1	1
ASV5861	0	0	0	0	0	0
ASV5870	6	7	3	3	2	0
ASV5892	7	3	0	7	4	0
ASV2694	0	0	0	2	0	0
ASV3103	4	1	6	1	0	0
ASV3118	0	0	0	0	0	0
ASV3120	0	0	0	0	0	0
ASV3170	0	0	0	0	0	0
ASV3178	2	9	2	4	2	0
ASV3195	0	0	0	0	0	0
ASV3239	0	0	0	2	0	0
ASV3269	0	0	0	0	0	0
ASV3284	2	1	7	3	0	2
ASV3325	6	2	4	5	1	0
ASV3366	0	0	0	0	0	1
ASV3398	1	0	0	0	0	0
ASV3399	5	0	3	3	0	1
ASV3402	0	1	1	0	0	0
ASV3408	2	5	0	0	2	1
ASV3415	0	0	2	0	0	4
ASV3431	0	0	0	0	0	0
ASV3436	0	0	0	0	22	0
ASV3440	2	2	1	0	0	11
ASV3448	2	2	3	0	0	1
ASV3452	0	0	0	0	0	0
ASV3474	0	0	0	0	0	0
ASV3476	3	2	6	1	3	1
ASV3486	1	3	0	1	13	0
ASV3520	0	0	0	2	0	0
ASV3523	4	2	9	3	0	2
ASV3530	0	0	0	0	0	0
ASV3542	5	0	6	2	1	0
ASV3599	0	0	0	0	0	0
ASV3624	0	0	6	1	0	0
ASV3670	1	1	4	5	0	2
ASV3673	0	0	0	0	0	0
ASV3690	1	0	0	0	0	25
ASV3694	1	5	4	1	6	1
ASV3701	1	1	0	1	1	0
ASV3725	1	0	2	1	0	0
ASV3738	0	2	2	4	8	0
ASV3742	9	0	2	0	0	0
ASV3749	0	0	0	0	0	0
ASV3753	1	0	0	0	0	0
ASV3757	0	1	1	2	1	0
ASV3774	7	2	0	1	2	2
ASV3825	10	2	2	4	3	1
ASV3835	2	5	3	1	0	4
ASV3849	1	0	0	1	11	0
ASV3857	1	0	1	6	0	0
ASV3886	4	0	1	2	0	6
ASV3908	2	1	4	3	0	1
ASV3929	2	0	1	1	2	7
ASV3934	4	3	8	5	0	2
ASV3978	2	0	1	0	0	1
ASV4043	0	0	1	1	0	0
ASV4049	0	0	0	0	0	0
ASV4053	1	0	0	0	0	0
ASV4080	0	0	4	4	14	0
ASV4112	0	0	0	0	0	0
ASV4127	1	9	4	1	3	2
ASV4140	2	4	5	0	5	0
ASV4200	1	3	1	0	0	0
ASV4210	0	0	2	0	0	0
ASV4235	0	0	2	0	0	0
ASV4248	1	0	2	2	0	1
ASV4281	5	2	5	2	0	5
ASV4295	0	1	0	0	0	0
ASV4325	0	2	4	2	2	9
ASV4331	1	0	1	1	0	3
ASV4332	6	0	3	0	2	5
ASV4417	0	0	0	1	0	0
ASV4428	0	0	0	0	0	0
ASV4467	0	0	4	1	0	0
ASV4475	0	0	2	0	0	0
ASV4503	0	0	0	0	0	0
ASV4527	0	0	0	0	0	0
ASV4601	0	0	0	0	0	0
ASV4615	0	0	3	1	0	0
ASV4617	0	0	0	0	0	0
ASV4635	0	0	1	1	0	11
ASV4655	2	2	1	0	0	5
ASV4669	1	1	5	1	2	0
ASV4797	0	0	0	0	0	0
ASV4799	0	0	0	0	0	1
ASV4802	5	5	6	0	5	1
ASV4879	4	3	11	0	0	4
ASV4880	0	0	0	0	0	0
ASV4897	0	1	0	8	4	0
ASV4919	0	0	0	0	0	0
ASV4946	1	0	8	6	0	0
ASV4989	3	0	1	2	0	1
ASV4992	2	3	2	2	0	0
ASV5030	0	1	2	1	1	1
ASV5062	0	0	0	0	0	0
ASV5122	0	0	1	0	0	0
ASV5301	0	0	2	0	0	1
ASV5306	0	0	0	0	0	0
ASV5431	3	1	3	1	0	0
ASV5470	0	1	1	3	0	0
ASV5549	0	5	2	1	2	1
ASV5568	0	0	0	0	0	0
ASV5580	0	0	1	1	1	0
ASV5581	0	3	2	1	1	1
ASV5590	0	0	1	0	0	0
ASV5644	1	0	1	4	2	1
ASV5773	3	3	5	2	1	0
ASV5779	0	0	2	0	0	0
ASV5856	0	0	0	0	0	1
ASV5869	1	0	5	0	0	1
ASV2871	5	15	4	2	0	0
ASV2889	6	11	5	1	1	1
ASV2935	1	0	0	0	0	1
ASV2994	1	0	1	0	0	0
ASV3016	0	0	0	0	0	0
ASV3061	2	1	1	1	0	0
ASV3091	3	0	6	4	0	2
ASV3121	0	16	3	0	3	1
ASV3139	1	10	2	2	3	0
ASV3165	0	0	1	1	0	1
ASV3172	0	0	0	0	1	0
ASV3192	0	0	2	0	0	0
ASV3193	0	4	1	1	1	0
ASV3215	0	1	1	1	0	0
ASV3247	0	1	1	0	0	0
ASV3262	3	0	3	0	0	11
ASV3295	0	10	6	5	6	0
ASV3310	0	0	0	0	0	0
ASV3319	0	0	0	0	0	0
ASV3345	0	0	0	0	0	0
ASV3350	0	0	0	1	0	0
ASV3373	0	0	0	0	0	0
ASV3379	0	5	2	0	3	0
ASV3380	0	0	0	0	0	0
ASV3392	0	0	0	0	0	0
ASV3420	0	0	0	0	0	0
ASV3455	0	0	0	0	0	0
ASV3506	4	7	8	2	0	0
ASV3538	1	6	0	0	17	1
ASV3544	0	1	1	1	19	0
ASV3545	2	1	5	4	6	0
ASV3562	0	0	0	0	0	0
ASV3575	0	0	0	0	0	0
ASV3608	0	0	1	0	0	0
ASV3646	11	1	5	5	1	2
ASV3668	4	3	1	0	1	6
ASV3687	0	0	0	0	0	0
ASV3708	2	3	5	2	3	0
ASV3755	3	0	6	1	0	0
ASV3773	0	0	0	1	0	0
ASV3778	6	6	1	2	0	3
ASV3788	0	0	0	0	0	0
ASV3811	0	0	0	0	0	0
ASV3816	9	0	1	0	7	6
ASV3840	1	0	0	3	1	1
ASV3843	0	0	0	0	0	0
ASV3848	1	0	0	0	0	1
ASV3892	6	0	9	5	3	0
ASV3906	0	0	0	0	0	0
ASV3919	0	0	1	0	0	0
ASV3922	0	0	4	6	8	0
ASV4045	0	0	0	0	0	0
ASV4072	1	11	1	2	1	0
ASV4141	6	4	1	3	1	6
ASV4145	0	0	0	0	0	0
ASV4155	0	0	0	1	0	0
ASV4183	0	0	0	0	0	0
ASV4322	0	0	0	0	4	0
ASV4323	0	0	0	0	0	0
ASV4335	1	0	0	0	0	0
ASV4388	6	1	2	0	0	0
ASV4401	0	0	1	0	0	0
ASV4408	4	5	4	1	1	2
ASV4576	10	4	4	2	0	1
ASV4598	0	0	0	0	0	0
ASV4603	0	23	3	0	0	0
ASV4619	1	4	4	0	2	3
ASV4661	1	0	2	2	0	0
ASV4779	0	0	0	0	0	0
ASV4853	3	3	1	4	7	0
ASV4871	0	3	0	0	0	9
ASV4890	3	3	0	0	1	0
ASV4906	0	0	1	0	0	0
ASV4995	1	3	1	2	0	1
ASV5042	1	0	1	4	0	0
ASV5135	0	0	0	0	0	0
ASV5198	0	0	1	0	0	0
ASV5207	0	0	1	1	12	0
ASV5246	2	0	14	4	0	0
ASV5387	0	4	9	2	2	0
ASV5416	0	0	0	2	18	0
ASV5492	0	1	5	1	0	2
ASV5503	4	4	2	1	4	1
ASV5537	0	0	0	0	0	0
ASV5575	0	0	0	0	0	0
ASV5626	0	0	0	1	0	0
ASV5692	6	5	2	4	1	1
ASV5702	0	0	0	1	0	0
ASV5724	0	0	0	0	0	0
ASV5855	3	0	1	1	0	0
ASV3184	1	0	0	2	0	0
ASV3217	0	0	0	0	0	0
ASV3224	3	1	6	2	0	1
ASV3282	0	5	6	4	0	0
ASV3365	0	0	0	0	1	0
ASV3378	4	4	3	1	0	0
ASV3484	1	0	0	1	0	0
ASV3579	0	0	4	0	0	0
ASV3581	0	0	3	0	2	0
ASV3591	0	0	0	0	0	0
ASV3625	0	0	1	2	0	1
ASV3638	0	0	2	0	0	0
ASV3645	1	0	1	2	0	1
ASV3669	0	0	0	0	0	0
ASV3686	3	0	9	4	1	4
ASV3698	0	0	1	0	0	0
ASV3700	2	16	2	2	3	0
ASV3726	0	0	0	0	0	0
ASV3748	5	3	3	5	3	1
ASV3765	0	0	1	1	0	0
ASV3767	2	4	1	1	1	7
ASV3780	0	1	0	2	0	1
ASV3781	0	0	1	0	0	0
ASV3837	0	0	0	0	0	0
ASV3844	1	0	5	5	0	1
ASV3911	1	1	0	1	6	0
ASV3914	1	3	2	2	0	4
ASV3955	1	1	1	0	0	4
ASV3987	0	0	0	0	0	0
ASV4010	4	0	4	1	1	1
ASV4067	0	0	1	0	0	0
ASV4070	2	1	3	2	0	1
ASV4119	0	3	3	2	3	0
ASV4227	0	0	0	0	0	0
ASV4232	3	7	2	3	2	0
ASV4241	1	2	3	0	0	4
ASV4285	0	0	0	0	0	0
ASV4355	3	3	2	4	1	1
ASV4357	0	0	3	1	0	0
ASV4365	0	1	0	1	1	0
ASV4392	0	0	0	0	0	25
ASV4466	3	0	1	0	0	12
ASV4488	0	1	1	0	0	1
ASV4496	0	0	1	0	0	0
ASV4500	1	0	1	0	0	0
ASV4516	3	5	6	0	6	5
ASV4528	0	0	1	0	0	0
ASV4536	0	0	0	0	0	0
ASV4549	0	0	2	4	0	0
ASV4568	0	0	0	0	0	0
ASV4599	1	0	0	1	0	1
ASV4629	0	0	1	0	0	0
ASV4689	5	0	2	4	0	5
ASV4691	2	0	1	1	0	0
ASV4692	1	4	8	1	0	0
ASV4704	1	0	0	0	0	0
ASV4727	2	1	6	4	4	1
ASV4761	0	0	4	12	1	0
ASV4859	1	0	1	0	0	4
ASV4917	0	0	0	1	0	0
ASV4918	3	3	8	5	0	3
ASV4937	3	2	0	11	0	2
ASV4941	1	0	0	2	0	1
ASV4948	0	0	0	10	0	0
ASV4974	0	0	0	0	0	0
ASV5025	7	1	3	0	0	4
ASV5053	0	3	0	3	9	0
ASV5071	0	0	0	1	22	0
ASV5137	1	0	0	4	0	0
ASV5187	0	14	1	0	5	1
ASV5302	1	0	0	0	0	1
ASV5349	0	0	0	0	0	2
ASV5352	0	1	2	1	0	6
ASV5385	0	0	5	0	1	1
ASV5451	1	4	4	2	1	1
ASV5547	4	0	2	0	0	0
ASV5653	3	1	3	1	0	2
ASV5662	0	3	2	3	0	0
ASV5685	0	0	0	0	0	17
ASV5866	2	1	1	4	0	0
ASV5868	0	2	0	0	0	0
ASV5873	0	1	4	0	2	0
ASV5895	0	0	0	0	0	0
ASV5903	0	5	4	1	2	2
ASV5936	0	0	3	1	0	0
ASV2802	3	6	4	1	0	0
ASV2919	1	0	4	0	0	1
ASV2981	0	0	0	0	21	0
ASV3097	1	6	7	3	4	0
ASV3124	0	0	2	0	0	2
ASV3134	0	0	0	0	0	0
ASV3272	0	0	1	1	0	0
ASV3287	0	0	1	1	0	0
ASV3288	3	6	7	3	1	4
ASV3342	1	0	0	0	0	0
ASV3390	0	1	0	0	2	0
ASV3405	0	0	1	2	0	0
ASV3417	0	0	0	0	0	0
ASV3463	0	0	0	0	0	0
ASV3512	1	0	0	4	2	0
ASV3522	0	3	1	2	4	0
ASV3566	0	0	0	0	0	8
ASV3602	0	0	0	0	0	0
ASV3604	0	0	0	0	0	0
ASV3611	2	0	3	2	0	0
ASV3637	0	0	0	0	0	0
ASV3657	0	0	0	0	0	0
ASV3682	0	0	0	0	0	0
ASV3705	2	4	2	2	0	5
ASV3751	4	10	3	2	1	2
ASV3769	2	2	0	1	0	9
ASV3772	0	0	3	3	0	0
ASV3812	1	3	2	0	10	0
ASV3814	12	0	5	1	0	0
ASV3815	0	0	0	0	0	0
ASV3823	0	0	0	1	0	0
ASV3878	0	0	0	0	0	0
ASV3909	0	1	0	1	1	0
ASV3925	0	0	1	0	1	0
ASV3952	0	0	4	0	0	2
ASV3974	1	0	1	8	0	0
ASV4017	0	2	1	1	1	0
ASV4040	0	0	0	0	0	0
ASV4063	0	4	6	6	4	0
ASV4079	0	1	3	2	0	0
ASV4082	0	0	1	1	0	0
ASV4125	0	0	0	0	0	0
ASV4144	0	0	0	0	0	1
ASV4147	0	0	0	0	0	0
ASV4164	0	0	1	0	0	2
ASV4190	0	0	0	0	0	0
ASV4223	0	1	3	14	6	0
ASV4252	1	3	2	1	2	0
ASV4288	0	4	6	4	8	0
ASV4310	0	0	1	2	0	0
ASV4313	2	1	5	6	6	1
ASV4336	1	0	0	0	0	0
ASV4339	0	0	0	0	1	0
ASV4356	5	2	5	2	0	0
ASV4372	0	0	0	0	0	1
ASV4379	2	2	1	1	0	1
ASV4405	0	0	0	0	0	0
ASV4443	0	0	2	5	0	1
ASV4458	0	0	0	1	0	0
ASV4474	0	0	4	2	0	0
ASV4479	0	0	0	0	0	0
ASV4482	0	0	0	0	0	0
ASV4502	0	1	1	4	5	0
ASV4529	0	1	1	1	14	1
ASV4545	0	2	0	1	0	0
ASV4554	0	0	1	0	0	0
ASV4586	0	0	1	2	0	1
ASV4610	1	2	5	2	1	2
ASV4636	1	0	3	2	0	0
ASV4649	1	0	1	0	0	2
ASV4651	0	0	0	0	0	0
ASV4656	0	0	1	0	3	0
ASV4663	1	0	1	0	0	1
ASV4670	3	1	5	2	0	1
ASV4685	1	0	4	1	2	0
ASV4719	0	0	0	1	0	0
ASV4720	1	0	2	0	0	0
ASV4752	0	0	0	0	0	0
ASV4756	0	0	0	0	0	0
ASV4783	0	0	0	2	0	1
ASV4821	0	0	0	0	0	0
ASV4861	0	0	0	0	0	7
ASV4873	3	0	7	3	0	1
ASV4877	1	0	1	0	0	1
ASV4893	2	0	0	1	0	0
ASV4930	0	0	0	0	0	8
ASV4973	0	0	0	0	0	0
ASV4987	1	0	1	2	0	0
ASV5005	1	0	0	0	0	0
ASV5018	4	3	1	5	6	0
ASV5027	0	0	0	0	0	0
ASV5083	4	1	1	1	1	0
ASV5090	0	0	0	0	0	0
ASV5100	0	0	0	0	0	0
ASV5118	1	1	0	1	0	0
ASV5163	0	0	0	0	0	0
ASV5186	4	1	3	2	0	1
ASV5308	0	3	1	1	0	0
ASV5310	0	3	4	3	1	4
ASV5353	0	1	0	1	0	2
ASV5374	0	0	1	0	0	0
ASV5410	0	0	0	0	0	0
ASV5430	0	1	1	0	1	0
ASV5516	0	0	1	2	0	0
ASV5578	2	1	0	1	0	5
ASV5611	0	0	0	0	0	0
ASV5621	0	1	1	0	0	0
ASV5694	0	0	0	0	0	0
ASV5735	0	0	0	0	0	1
ASV5788	0	0	0	0	0	0
ASV5800	1	0	5	0	0	0
ASV5802	3	1	1	1	0	2
ASV5849	0	0	0	0	0	0
ASV5862	0	0	0	0	0	0
ASV5882	0	1	0	0	0	0
ASV5899	0	0	0	0	0	0
ASV5949	1	1	1	2	4	0
ASV2961	0	0	2	0	17	0
ASV2971	0	0	1	0	0	1
ASV3232	0	11	2	3	0	0
ASV3305	0	0	5	8	4	0
ASV3389	7	1	4	2	0	4
ASV3397	0	1	1	4	9	0
ASV3462	0	5	0	0	0	0
ASV3482	1	2	9	3	8	0
ASV3514	0	3	3	1	10	1
ASV3560	0	0	1	0	0	1
ASV3584	0	0	0	0	0	0
ASV3627	2	4	5	1	1	6
ASV3660	0	3	2	1	5	0
ASV3663	0	7	3	0	4	0
ASV3678	0	5	2	4	10	0
ASV3679	8	0	8	1	0	2
ASV3717	1	1	1	0	0	1
ASV3728	0	0	0	0	0	0
ASV3746	0	0	1	0	0	0
ASV3759	0	0	1	2	0	0
ASV3776	0	0	0	1	0	0
ASV3817	0	0	0	0	0	0
ASV3832	0	0	13	0	0	0
ASV3865	0	0	2	0	7	0
ASV3921	0	2	2	0	0	4
ASV3944	1	0	3	2	0	2
ASV3981	2	1	1	0	0	0
ASV4006	0	0	0	0	0	22
ASV4012	0	0	0	1	10	0
ASV4014	1	5	0	1	6	1
ASV4021	3	0	5	0	2	0
ASV4023	0	3	1	1	1	0
ASV4025	0	0	0	0	11	0
ASV4031	1	1	0	0	3	0
ASV4062	0	0	1	0	0	0
ASV4108	0	0	0	0	0	0
ASV4121	0	0	0	0	0	0
ASV4159	2	0	4	2	0	1
ASV4160	2	1	4	1	0	0
ASV4181	0	0	1	0	0	0
ASV4204	0	0	0	0	0	1
ASV4209	0	2	1	1	2	0
ASV4225	0	0	0	0	0	0
ASV4256	1	0	5	0	4	0
ASV4299	5	0	1	3	0	1
ASV4304	2	0	4	2	0	0
ASV4309	0	0	0	0	0	0
ASV4345	0	0	1	0	0	0
ASV4358	0	0	1	2	1	1
ASV4366	0	0	3	2	18	0
ASV4390	2	1	7	4	0	1
ASV4418	0	0	0	0	0	0
ASV4437	0	0	0	0	0	0
ASV4546	0	0	0	0	0	0
ASV4570	0	4	1	2	12	0
ASV4574	2	0	2	0	0	1
ASV4592	1	0	0	1	0	0
ASV4614	2	0	0	0	2	1
ASV4626	0	0	0	0	0	0
ASV4695	0	0	3	0	0	3
ASV4714	6	2	4	0	4	2
ASV4751	0	0	2	4	0	0
ASV4769	0	0	0	1	0	0
ASV4829	0	0	0	0	0	0
ASV4844	1	12	4	0	0	0
ASV4998	0	0	1	1	5	0
ASV5013	2	4	0	2	1	3
ASV5069	0	6	0	0	0	0
ASV5173	0	0	1	0	0	0
